frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute	
5	<aside class=quote no-group data-full=true data-post=@NUM data-topic=@NUM>	26.0	5.4	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=53 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=67 https://forum.kremmania.hu/t/szepsegvitaminok-etrendkiegeszitok-van-e-ertelme-szedni/162?page=2 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=273 https://forum.kremmania.hu/t/2019-es-sminkkihivas/222?page=32	idezet	default	
4	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=@NUM>	18.0	5.0	0.0	https://forum.kremmania.hu/t/taplalkozas-es-borapolas/767 https://forum.kremmania.hu/t/elso-benyomasok/586?page=15 https://forum.kremmania.hu/t/sminkecsetek-bevalt-termekek/105?page=18 https://forum.kremmania.hu/t/piacteri-furcsasagok-38521-valtozat/1079?page=11	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=@SzandikaNUM>	9.0	5.0	0.0	https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=50	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=@zsazsiNUM>	7.0	5.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=123	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=aalexaa>	24.0	5.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=154	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Aimet>	3.0	5.0	0.0	https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=14	idezet	default	
11	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Alsace>	11.363636363636363	5.0	0.0	https://forum.kremmania.hu/t/piacteri-furcsasagok/782?page=5 https://forum.kremmania.hu/t/piacteri-furcsasagok/782?page=9 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=345 https://forum.kremmania.hu/t/maradj-otthon-fedezd-fel-a-regit/909?page=2 https://forum.kremmania.hu/t/piacteri-furcsasagok-38521-valtozat/1079?page=6	idezet	default	
19	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Amadea>	10.526315789473685	5.0	0.0	https://forum.kremmania.hu/t/kedvenc-smink-markatok/101?page=4 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=439 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=355 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=72 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=353	idezet	default	
4	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Anheszenamon>	11.25	5.0	0.0	https://forum.kremmania.hu/t/elso-benyomasok/586?page=22 https://forum.kremmania.hu/t/gyujtemenyeink/134?page=48	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Anilorak>	13.5	5.0	0.0	https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=101 https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=29	idezet	default	
32	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=asianlover>	12.1875	5.0	0.0	https://forum.kremmania.hu/t/parfumok-vilaga/801?page=26 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=42 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=111 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=16 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=89	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Bianka>	3.0	5.0	0.0	https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=271	idezet	default	
7	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Blanky>	14.428571428571429	5.0	0.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=293 https://forum.kremmania.hu/t/mit-hasznaltal-ma-ii/1345?page=21 https://forum.kremmania.hu/t/minimalism-is-sexy/1329?page=2 https://forum.kremmania.hu/t/koromlakkok-manikur/548?page=30 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=179	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=blessed>	13.0	5.0	0.0	https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=95	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=blumarine>	5.0	5.0	0.0	https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=61	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Brunettee>	16.0	5.0	0.0	https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=55	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Bubucim>	28.0	6.0	0.0	https://forum.kremmania.hu/t/minimalism-is-sexy/1329?page=2	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=cattitude>	61.0	5.0	0.0	https://forum.kremmania.hu/t/vasarolj-kevesebbet-low-buy/610?page=14	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=curlsandcurves>	6.0	5.0	0.0	https://forum.kremmania.hu/t/project-panning/408?page=25	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Csuporka>	3.0	5.0	0.0	https://forum.kremmania.hu/t/kamu-velemenyek/130?page=10	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=dyna>	37.0	5.0	0.0	https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=63	idezet	default	
3	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Fiorentina>	16.333333333333332	5.0	0.0	https://forum.kremmania.hu/t/elfogyott-minden-amit-az-utobbi-idoben-elhasznaltal-vagy-fogyoban-van/114?page=37 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=145 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=39	idezet	default	
6	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Gloria>	8.5	5.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=205 https://forum.kremmania.hu/t/bemutatkozas-ismerkedes/112?page=44 https://forum.kremmania.hu/t/mit-hasznaltal-ma-ii/1345?page=36 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=105 https://forum.kremmania.hu/t/borapolasi-rutin/57?page=26	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=hanita>	25.0	5.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=127 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=14	idezet	default	
6	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Isabelle>	7.166666666666667	5.0	0.0	https://forum.kremmania.hu/t/szavatossag-lejarati-ido-a-gyakorlatban/359?page=3 https://forum.kremmania.hu/t/ajanlast-kerek/562?page=99 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=22 https://forum.kremmania.hu/t/dupe-ok-smink-borapolas-illat/116?page=4 https://forum.kremmania.hu/t/forumtalalkozo-2020/687?page=5	idezet	default	
3	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Izar>	11.333333333333334	5.0	0.0	https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=226	idezet	default	
5	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=kamcs>	13.6	5.0	0.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=308 https://forum.kremmania.hu/t/piacteri-furcsasagok-38521-valtozat/1079?page=24 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=307 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=122 https://forum.kremmania.hu/t/piacteri-furcsasagok/782?page=2	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Kamea>	14.0	5.0	0.0	https://forum.kremmania.hu/t/ajanlast-kerek/562?page=47 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=57	idezet	default	
7	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=koalace>	7.714285714285714	5.0	0.0	https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=165 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=345 https://forum.kremmania.hu/t/elso-benyomasok/586?page=20 https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=41 https://forum.kremmania.hu/t/off-topic-eletmodvaltas-le-a-kilokkal/1092?page=23	idezet	default	
16	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Kokapu>	9.125	5.125	0.0	https://forum.kremmania.hu/t/parfumok-vilaga/801?page=11 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=391 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=192 https://forum.kremmania.hu/t/project-panning/408?page=46 https://forum.kremmania.hu/t/off-topic-eletmodvaltas-le-a-kilokkal/1092?page=16	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=legallybrunette>	10.0	5.0	0.0	https://forum.kremmania.hu/t/parfumok-vilaga/801?page=2	idezet	default	
3	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Lencseee>	15.0	5.0	0.0	https://forum.kremmania.hu/t/adventi-kalendariumok/561?page=27 https://forum.kremmania.hu/t/vedd-a-magyart/996?page=10 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=455	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=LiliMae>	21.5	5.0	0.0	https://forum.kremmania.hu/t/minimalism-is-sexy/1329?page=3 https://forum.kremmania.hu/t/piacteri-furcsasagok-38521-valtozat/1079?page=19	idezet	default	
4	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Luiselotte>	15.5	5.0	0.0	https://forum.kremmania.hu/t/kamu-velemenyek/130?page=11 https://forum.kremmania.hu/t/parfumok-vilaga/801?page=23 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=162 https://forum.kremmania.hu/t/kamu-velemenyek/130?page=10	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=lumena>	17.0	5.0	0.0	https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=445	idezet	default	
6	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=macooka>	13.833333333333334	5.166666666666667	0.0	https://forum.kremmania.hu/t/elso-benyomasok/586?page=22 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=52 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=322 https://forum.kremmania.hu/t/mit-hasznaltal-ma/56?page=353 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=196	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=mlnda>	12.5	5.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=170 https://forum.kremmania.hu/t/parfumok-vilaga/801?page=15	idezet	default	
8	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Montelino>	18.875	5.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=146 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=147 https://forum.kremmania.hu/t/off-topic-csevegos-baratkozos-kremmaniasok/808?page=59 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=18 https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=51	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=movedtoaustria>	20.0	5.0	0.0	https://forum.kremmania.hu/t/off-topic-csak-a-pozitiv/1393?page=19	idezet	default	
6	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Mse>	12.666666666666666	5.0	0.0	https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=217 https://forum.kremmania.hu/t/elozo-havi-kedvencek/1197?page=10 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=202 https://forum.kremmania.hu/t/kinek-milyen-haj-all-jol-ki-segit-ebben/398?page=2 https://forum.kremmania.hu/t/arc-deco-avagy-arcdekoracio/444?page=7	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Niko>	22.0	5.5	0.0	https://forum.kremmania.hu/t/off-topic-eletmodvaltas-le-a-kilokkal/1092?page=21 https://forum.kremmania.hu/t/ruha-tar-avagy-minden-a-ruhakrol/487?page=45	idezet	default	
2	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=noisette>	12.5	5.0	0.0	https://forum.kremmania.hu/t/tippek-tanacsok-kremmanias-velemeny-irasahoz/157?page=12 https://forum.kremmania.hu/t/rendeles-kulfoldrol/135?page=44	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=pacsalia>	5.0	5.0	0.0	https://forum.kremmania.hu/t/parfumok-vilaga/801?page=3	idezet	default	
3	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=random>	17.0	5.0	0.0	https://forum.kremmania.hu/t/minimalism-is-sexy/1329?page=3 https://forum.kremmania.hu/t/szemhejfestekek-es-palettak-minden-ami-szemre-valo/202?page=73 https://forum.kremmania.hu/t/podium-spray-avagy-posion-parfum/1434	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Sherka>	6.0	5.0	0.0	https://forum.kremmania.hu/t/mi-a-signature-scented-es-hogyan-mikor-valt-azza/54?page=3	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=Sylmaryll>	5.0	5.0	0.0	https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=120	idezet	default	
1	<aside class=quote no-group data-post=@NUM data-topic=@NUM data-username=syrin>	2.0	5.0	0.0	https://forum.kremmania.hu/t/pattanasos-problemas-bor-sminkelese/94?page=2	idezet	default	
